fraction_removed,lcc_fraction,lcc_std,network,strategy
0.5299988640864031,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5399979737757461,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5499970834650891,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5599992631911804,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5699983728805234,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5799974825698664,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5899996622959577,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5999987719853007,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6099978816746436,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6199969913639867,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.629999171090078,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6399982807794209,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6499973904687639,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6599995701948552,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6699986798841983,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6799977895735412,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6899999692996325,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.6999990789889755,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7099981886783184,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7199972983676615,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7299994780937528,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7399985877830958,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7499976974724387,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.75999987719853,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.769998986887873,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7799980965772161,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.789997206266559,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.7999993859926503,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8099984956819933,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8199976053713363,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8299997850974277,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8399988947867706,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8499980044761136,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8599971141654565,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8699992938915478,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8799984035808909,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8899975132702338,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.8999996929963252,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9099988026856681,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9199979123750112,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9299970220643541,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9399992017904454,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9499983114797884,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9599974211691314,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9699996008952227,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9799987105845657,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.9899978202739087,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
1.0,0.0,0.0,WWW Notre Dame,degree-targeted attack
